game_id,total_moves,analysis_timestamp,average_depth,total_nodes,total_time,blunders,mistakes,inaccuracies,best_moves,good_moves,suboptimal_moves,average_centipawn_loss,opening_accuracy,opening_blunders,opening_avg_complexity,middlegame_accuracy,middlegame_blunders,middlegame_avg_complexity,endgame_accuracy,endgame_blunders,endgame_avg_complexity,critical_moments,average_position_complexity,max_position_complexity,evaluation_volatility,original_game_id,original_result,original_player_one,original_player_two,original_player_one_time,original_player_two_time,original_player_one_score,original_player_two_score,original_player_one_illegal_moves,original_player_two_illegal_moves,original_player_one_legal_moves,original_player_two_legal_moves,original_player_one_resignation,original_player_two_resignation,original_player_one_failed_to_find_legal_move,original_player_two_failed_to_find_legal_move,original_game_title,original_number_of_moves,original_time_taken,original_total_moves,original_illegal_moves,original_player_one_illegal_moves_details,original_player_two_illegal_moves_details,original_source_file
1749431051-6972,78,2025-06-26T12:18:59.088613,22.128205128205128,11463787,7.172000000000004,11,4,5,30,6,42,1009.8846153846154,97.0,0,34.92855591622977,83.38461538461539,8,44.60375400946724,66.5,3,50.23386155143876,37,42.55601918109647,66.16882484757024,3004.6617732501118,1749431051-6972,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,39,39,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,40,2.779409646987915,39,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431053-4718,67,2025-06-26T12:19:04.658037,42.55223880597015,9485016,5.140000000000001,1,1,1,22,3,42,21.52238805970149,96.65,0,36.9373780128055,91.87096774193549,1,55.23694534580994,99.8125,0,56.051528501909004,60,49.96891525383226,79.0,5771.851119447358,1749431053-4718,1-0,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,1,0,0,0,34,34,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,34,2.1227498054504395,34,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431056-7237,99,2025-06-26T12:19:12.445202,26.02020202020202,14528818,7.482999999999998,4,2,0,47,5,47,311.010101010101,93.45454545454545,0,35.20285107700797,85.625,2,53.27290543299008,100.0,2,61.442742406857036,72,50.71554542445476,88.0,5636.539211468342,1749431056-7237,1-0,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,1,0,0,0,50,50,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,50,3.157468795776367,50,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431060-5595,129,2025-06-26T12:19:21.454602,34.07751937984496,18582124,8.616000000000001,2,7,3,50,6,73,89.97674418604652,95.47058823529412,0,33.20660435760997,89.725,2,49.93151691279333,93.77777777777777,0,54.101126825348096,109,50.054682806326866,82.0,5884.421527652591,1749431060-5595,1-0,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,1,0,0,0,65,65,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,65,3.839844703674317,65,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431063-2347,102,2025-06-26T12:19:30.224029,38.549019607843135,14381220,8.393000000000004,30,10,4,46,6,50,3016.3627450980393,91.36,0,34.365231840075324,61.51020408163265,16,39.92722815213485,89.25,14,46.26939161449093,66,40.30497981041408,85.00000000000001,5437.512106656371,1749431063-2347,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,51,51,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,52,3.3968467712402344,51,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431066-4076,72,2025-06-26T12:19:37.364516,21.319444444444443,10529283,6.894000000000003,19,4,3,33,5,34,2208.3888888888887,91.54838709677419,0,36.8420129534468,73.46428571428571,12,43.052239115482294,84.38461538461539,7,48.04038315427768,48,41.279028858277286,79.0,4450.889583172921,1749431066-4076,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,36,36,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,37,2.728021144866944,36,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431070-4386,92,2025-06-26T12:19:46.724259,14.51086956521739,13809930,9.107999999999993,27,4,2,30,8,54,1186.9891304347825,89.32432432432432,0,34.27726544053761,58.18181818181818,27,46.58518629019183,0.0,0,0.0,65,41.635261600656975,88.0,3316.0867902609966,1749431070-4386,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,5,0,46,47,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 0,47,3.744240522384644,47,0,"[{'move_number': 47, 'attempted_move': 'Kf3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kf3' in 8/5k2/4p3/1p1pP2p/p1pPbP2/P1P1K3/1P4r1/8 w - - 0 47"", 'attempt': 1}, {'move_number': 47, 'attempted_move': 'Kf3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kf3' in 8/5k2/4p3/1p1pP2p/p1pPbP2/P1P1K3/1P4r1/8 w - - 0 47"", 'attempt': 2}, {'move_number': 47, 'attempted_move': 'Kf3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kf3' in 8/5k2/4p3/1p1pP2p/p1pPbP2/P1P1K3/1P4r1/8 w - - 0 47"", 'attempt': 3}, {'move_number': 47, 'attempted_move': 'Kf3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kf3' in 8/5k2/4p3/1p1pP2p/p1pPbP2/P1P1K3/1P4r1/8 w - - 0 47"", 'attempt': 4}, {'move_number': 47, 'attempted_move': 'Kf3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kf3' in 8/5k2/4p3/1p1pP2p/p1pPbP2/P1P1K3/1P4r1/8 w - - 0 47"", 'attempt': 5}]",[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431073-3960,105,2025-06-26T12:19:54.328720,32.61904761904762,15152327,7.280999999999998,2,1,6,49,3,53,74.41904761904762,91.95833333333333,0,35.590857306013795,94.45454545454545,0,48.39620360754109,97.75,2,58.144504753875275,101,49.92563354837334,94.0,5008.750569546911,1749431073-3960,1-0,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,1,0,0,0,53,53,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,53,3.4722750186920166,53,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431077-8863,100,2025-06-26T12:20:04.348865,19.25,14781376,9.709999999999999,31,13,8,42,3,55,946.66,82.83333333333333,0,39.3167969263411,62.484375,21,39.421131481133216,72.22222222222223,10,42.88830726088232,76,40.02644290162547,70.0,2659.7373843859095,1749431077-8863,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,50,50,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,51,3.957022905349731,50,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431081-7427,138,2025-06-26T12:20:14.631486,30.10144927536232,19895803,9.851000000000003,68,11,9,51,6,81,1906.3188405797102,99.47058823529412,0,36.459263245897034,54.04545454545455,13,55.736044749493914,54.83838383838384,55,54.916594513154635,134,52.77350229327119,79.0,3700.398343623465,1749431081-7427,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,69,69,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,70,4.118463754653931,69,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431086-3542,122,2025-06-26T12:20:26.268259,16.631147540983605,18162772,11.34100000000001,24,5,4,41,8,73,887.811475409836,93.6774193548387,0,36.32134831450516,94.96428571428571,1,47.27426290458664,60.36507936507937,23,44.65569480184992,80,43.13893386552975,70.0,2240.013650417793,1749431086-3542,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,61,61,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,62,4.622342586517334,61,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431092-5833,180,2025-06-26T12:20:41.440717,17.466666666666665,26875691,14.842000000000008,73,12,15,66,3,111,1107.411111111111,90.47058823529412,0,36.007111066936986,50.166666666666664,16,46.99484383910295,61.0,57,40.54631853926656,149,40.97861774334936,67.0,2607.293575413989,1749431092-5833,*,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0.5,0.5,1,0,89,90,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,91,6.116477966308594,90,0,"[{'move_number': 70, 'attempted_move': 'Kb3', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kb3' in 8/8/2k5/8/K7/P2P4/1rP5/8 w - - 1 70"", 'attempt': 1}]",[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431095-9960,86,2025-06-26T12:20:50.093223,14.325581395348838,12909476,8.411,7,3,3,32,3,51,164.30232558139534,98.26666666666667,0,34.74891029467092,89.47272727272727,2,48.56247605906954,99.375,5,50.710728113821816,64,46.55280799407021,79.0,1199.929908095839,1749431095-9960,1/2-1/2,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,1/2,1/2,0,0,43,43,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,44,3.28914213180542,43,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431098-8424,66,2025-06-26T12:20:57.158714,13.424242424242424,9906858,6.848000000000003,4,9,6,32,2,32,207.9090909090909,96.27777777777777,0,32.05944352007685,85.08333333333333,4,43.42366414008746,0.0,0,0.0,21,40.32433124372093,65.32874621577423,1248.3290392626054,1749431098-8424,0-1,adam_lichess_8layers.pt,Stockfish 0,,40000 nodes,0,1,0,0,33,33,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 0,34,2.5729613304138184,33,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431104-7248,168,2025-06-26T12:21:09.540792,22.232142857142858,24837608,12.027000000000003,73,10,10,71,8,89,2835.184523809524,90.28125,4,37.10886134168571,48.06818181818182,22,43.56088101588328,67.09782608695652,47,51.58198570001916,152,46.724434595443874,88.00000000000001,4716.494320605491,1749431104-7248,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,3,0,83,84,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,85,4.957990407943726,84,0,"[{'move_number': 47, 'attempted_move': 'Kd6', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd6' in 4r1k1/p3P1p1/1p5r/4K3/8/2P3P1/PP6/8 w - - 2 47"", 'attempt': 1}, {'move_number': 47, 'attempted_move': 'Kd6', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd6' in 4r1k1/p3P1p1/1p5r/4K3/8/2P3P1/PP6/8 w - - 2 47"", 'attempt': 2}, {'move_number': 47, 'attempted_move': 'Kd6', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kd6' in 4r1k1/p3P1p1/1p5r/4K3/8/2P3P1/PP6/8 w - - 2 47"", 'attempt': 3}]",[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431108-9051,115,2025-06-26T12:21:19.482604,14.139130434782608,17264063,9.689000000000002,8,6,6,36,7,72,222.77391304347827,95.5,0,36.305416069340616,87.33333333333333,1,54.2137794438279,81.25862068965517,7,67.65273148511879,111,58.188637510385306,94.0,2074.894053641638,1749431108-9051,1-0,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,1,0,0,0,58,58,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,58,3.7127490043640137,58,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431110-5421,54,2025-06-26T12:21:25.236534,13.907407407407407,8105475,5.543000000000001,2,1,2,31,3,20,204.22222222222223,93.96969696969697,0,37.776351526378576,96.9047619047619,2,57.3890119059755,0.0,0,0.0,23,45.40349722955516,73.0,1371.237853182299,1749431110-5421,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,0,0,27,27,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,28,2.084705114364624,27,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431115-4087,150,2025-06-26T12:21:37.944746,31.64666666666667,21601362,12.324000000000002,52,16,14,42,7,101,2059.153333333333,94.1891891891892,0,33.907484032471466,44.12820512820513,33,46.05238658596642,60.05714285714286,19,57.15691392125031,122,45.64770033433723,94.0,4130.834265208691,1749431115-4087,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,5,0,75,76,False,False,True,False,adam_lichess_8layers.pt vs. Stockfish 1,76,5.00238561630249,76,0,"[{'move_number': 76, 'attempted_move': 'Kg1', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kg1' in 8/8/1pk5/3pp3/8/1p2b1Pp/2r4r/1R3K2 w - - 0 76"", 'attempt': 1}, {'move_number': 76, 'attempted_move': 'Kg1', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kg1' in 8/8/1pk5/3pp3/8/1p2b1Pp/2r4r/1R3K2 w - - 0 76"", 'attempt': 2}, {'move_number': 76, 'attempted_move': 'Kg1', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kg1' in 8/8/1pk5/3pp3/8/1p2b1Pp/2r4r/1R3K2 w - - 0 76"", 'attempt': 3}, {'move_number': 76, 'attempted_move': 'Kg1', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kg1' in 8/8/1pk5/3pp3/8/1p2b1Pp/2r4r/1R3K2 w - - 0 76"", 'attempt': 4}, {'move_number': 76, 'attempted_move': 'Kg1', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kg1' in 8/8/1pk5/3pp3/8/1p2b1Pp/2r4r/1R3K2 w - - 0 76"", 'attempt': 5}]",[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431118-7141,128,2025-06-26T12:21:47.343606,27.7578125,18618516,9.064000000000004,44,10,10,41,8,79,3058.5703125,98.61111111111111,0,46.53578452460977,75.96153846153847,12,51.41095492454428,47.91379310344828,32,59.60773494235436,120,54.439550032623686,94.0,5210.833788083132,1749431118-7141,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,3,0,63,64,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,65,3.6476776599884033,64,0,"[{'move_number': 52, 'attempted_move': 'Kxh2', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kxh2' in 8/4k3/6p1/p7/8/1b1P1PK1/1pr4p/8 w - - 2 52"", 'attempt': 1}, {'move_number': 52, 'attempted_move': 'Kxh2', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kxh2' in 8/4k3/6p1/p7/8/1b1P1PK1/1pr4p/8 w - - 2 52"", 'attempt': 2}, {'move_number': 52, 'attempted_move': 'Kxh2', 'error_type': 'parse_error', 'error_message': ""illegal san: 'Kxh2' in 8/4k3/6p1/p7/8/1b1P1PK1/1pr4p/8 w - - 2 52"", 'attempt': 3}]",[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431122-7819,113,2025-06-26T12:21:56.930049,21.212389380530972,16733930,9.320000000000006,1,1,5,40,6,67,13.132743362831858,94.92307692307692,0,35.8900064328921,94.90243902439025,0,46.34988011014245,90.0909090909091,1,54.681756321212085,81,45.1730379999879,76.0,3829.6641763755115,1749431122-7819,1-0,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,1,0,0,0,57,57,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,57,3.7906782627105713,57,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431127-5939,128,2025-06-26T12:22:09.176929,14.0703125,19214973,11.994999999999997,51,3,17,34,11,83,453.828125,90.42105263157895,0,41.12330820048893,57.51020408163265,20,42.18974933478072,42.38333333333333,31,43.829251572114934,122,42.7999661526597,73.0,996.564599010019,1749431127-5939,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,0,0,64,64,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,65,4.748214721679688,64,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431129-7730,68,2025-06-26T12:22:16.220817,13.470588235294118,10207402,6.817000000000002,17,11,3,26,4,38,367.72058823529414,84.44827586206897,0,35.99804665926581,62.256410256410255,17,39.648412198790616,0.0,0,0.0,41,38.09163865987562,64.0,1233.4620864225492,1749431129-7730,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,0,0,34,34,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,35,2.6653592586517334,34,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431135-4422,180,2025-06-26T12:22:30.019510,15.238888888888889,27018547,13.496000000000004,62,10,10,55,8,117,1128.2666666666667,93.78571428571429,0,36.51194493699797,87.41176470588235,2,45.88513048960357,51.389830508474574,60,44.87589566359423,145,43.76546990659213,79.0,2892.7087314114347,1749431135-4422,*,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0.5,0.5,0,0,90,90,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,91,5.762438058853149,90,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431141-1102,180,2025-06-26T12:22:45.764002,14.083333333333334,27018427,15.454,44,9,8,40,10,130,991.8888888888889,96.55,0,35.58326952008206,85.44,0,38.884995013306344,48.49411764705882,44,50.85561058539482,133,44.17092731198987,82.0,1647.8302356507152,1749431141-1102,*,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0.5,0.5,0,0,90,90,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,91,6.128331899642944,90,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431146-9182,152,2025-06-26T12:22:57.487735,25.769736842105264,22228896,11.368000000000004,37,7,13,62,8,82,2918.6315789473683,93.45454545454545,0,33.64107633974724,94.45833333333333,0,37.431848618563286,73.7578947368421,37,45.190866704568364,116,41.45823830915244,88.0,5206.134277993472,1749431146-9182,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,0,0,76,76,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,77,4.831016778945923,76,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431149-9946,66,2025-06-26T12:23:04.060600,14.469696969696969,9906355,6.339000000000003,22,7,5,24,4,38,820.3939393939394,94.42857142857143,0,38.956953899123654,44.45238095238095,21,47.075025091298734,66.66666666666667,1,69.73853616577338,57,45.52216203353732,88.00000000000001,2541.415932762011,1749431149-9946,0-1,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,0,1,0,0,33,33,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,34,2.4665329456329346,33,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431152-1537,107,2025-06-26T12:23:13.555030,25.66355140186916,15477288,9.166000000000006,0,0,2,47,9,51,6.672897196261682,95.88235294117646,0,33.48799812222165,94.71428571428571,0,36.58559408392632,99.55882352941177,0,48.8124108582782,46,39.97860940148692,76.0,4276.035470187384,1749431152-1537,1-0,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,1,0,0,0,54,54,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,54,3.690476417541504,54,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
1749431158-6689,175,2025-06-26T12:23:27.548122,28.537142857142857,25728617,13.532000000000002,3,7,6,61,13,101,91.88,95.16666666666667,0,35.617261534217256,92.15217391304348,0,37.09751264010093,93.19658119658119,3,44.155835732046306,167,41.71500286002667,85.00000000000001,4471.297137274139,1749431158-6689,1-0,adam_lichess_8layers.pt,Stockfish 1,,40000 nodes,1,0,0,0,88,88,False,False,False,False,adam_lichess_8layers.pt vs. Stockfish 1,88,5.5654685497283936,88,0,[],[],adam_lichess_8layers_pt_vs_stockfish_sweep.csv
